﻿Item Code;註記 (Notes);(箱)長 (Length Carton) cm;(箱)寬 (Width) cm;(箱)高 (Heigth) cm;(箱)重量 (Weigth);箱入數 (Number of Cartons);板入數 (Number of Pallets);庫存量 (Inventory Quantity);庫存單位 (Inventory Unit);庫存換算(箱) (Inventory Conversion (Carton));目前庫存 (Current Inventory) (PCS);Notes;Notes_EN
12201067001;唯潔雅輕巧抽取衛生紙;77;42;41;11;120.0;12;4170;PCS;34,8;150.0;;Weijieya easily extracts toilet paper
12201068001;舒潔絲柔乳液抽取衛生紙超值包;;;;;3.0;6;1243,333333;PCS;414,5;33.0;;Kleenex Silky Lotion Extract Toilet Paper Value Pack
12201069001;春風柔膚感抽取式衛生紙;;;;;72.0;16;9720;PCS;135;1944.0;;Spring Breeze Softening Removable Toilet Paper
12201071001;得意連續抽取衛生紙-大甲媽版;;;;;72.0;16;18513;PCS;257,2;4968.0;;Deyi continuously draws toilet paper - Dajia Mom version
12201072001;春風Sillace頂級絲柔乳霜果仁油抽取衛生紙;;;;;72.0;12;160;PCS;2,3;192.0;;Spring Breeze Sillace Top Silky Cream Nut Oil Extraction Toilet Paper
12201077001;唯潔雅抽取式衛生紙;79;48;38;10,5;96.0;8;49858;PCS;519,4;192.0;;Weijieya removable toilet paper
12201079001;舒潔迪士尼抽取衛生紙;;;;;72.0;8;24391;PCS;338,8;5544.0;;Kleenex Disney retractable toilet paper
12201080001;家樂福優質三層抽取式衛生紙;78;48;40;15,43;4.0;8;324;PCS;81;32.0;;Carrefour premium three-layer removable toilet paper
12201083001;春風柔韌感山茶花抽取衛生紙;;;;;72.0;12;1768;PCS;24,6;2472.0;;Spring breeze flexible camellia extraction toilet paper
12201084001;家樂福優質抽取式衛生紙;78;48;39;11,77;4.0;12;1947;PCS;486,8;185.0;;Carrefour premium removable toilet paper
12201086001;舒潔女性專用濕式衛生紙;;;;;54.0;65;1659;PCS;30,8;384.0;;Kleenex women's wet toilet paper
12201087001;舒適三層抽取式衛生紙 舒適三層抽取式;;;;;60.0;#REF!;120;PCS;2;180.0;;Comfort three-layer removable toilet paper Comfort three-layer removable toilet paper
12201095001;舒潔親膚海洋膠原蛋白衛生紙;;;;;80.0;12;3080;PCS;38,5;1360.0;;Kleenex skin-friendly marine collagen toilet paper
12201096001;可麗舒櫻花柔選抽取衛生紙;;;;;80.0;12;3974;PCS;49,7;2219.0;;Klisu Sakura Soft Selection toilet paper
12201097001;舒潔三層竹炭萃取抽取衛生紙;;;;;80.0;8;6793;PCS;85;40.0;;Kleenex three-layer bamboo charcoal extraction toilet paper
12201098001;倍潔雅柔軟舒適抽取衛生紙;60;38;56;13,67;84.0;8;7042;PCS;83,9;1386.0;;PEGA soft and comfortable removable toilet paper
12201099001;倍潔雅3層抽取衛生紙;48;36;36;10,636;60.0;16;310;PCS;5,2;180.0;;Pegasus 3-layer removable toilet paper
12201100001;倍潔雅特級抽取式衛生紙;78;50;38;12,9;96.0;#REF!;264;PCS;2,8;456.0;;Pegasus premium removable toilet paper
12201101001;唯潔雅潔淨柔感抽取式衛生紙;60;49;39;11,2;72.0;16;10260;PCS;142,5;1356.0;;Weijieya clean and soft removable toilet paper
12201103001;倍潔雅抽取式衛生紙;79;48;38;10,5;96.0;8;88056;PCS;917,3;9168.0;;PEGA removable toilet paper
12201104001;優活抽取式衛生紙;78;48;38;11,1;96.0;8;60192;PCS;627;120.0;;Uho removable toilet paper
12201105001;家樂福抽取式衛生紙-FSC 110x24;;;;;3.0;12;2990;PCS;996,7;188.0;;Carrefour removable toilet paper-FSC 110x24
12201106001;可麗舒熊熊優質抽取衛生紙;;;;;;;1422;PCS;;;;Klisu Xiongxiong high-quality toilet paper
12201107001;家樂福抽取式花紋衛生紙-FSC 110X6;;;;;10.0;15;67;PCS;6,7;180.0;;Carrefour removable pattern toilet paper-FSC 110X6
12201108001;家樂福抽取式花紋衛生紙-FSC130X12;;;;;6.0;12;719;PCS;119,9;63.0;;Carrefour removable pattern toilet paper-FSC130X12
12201109001;家樂福抽取式花紋衛生紙-FSC110X10;;;;;6.0;16;513;PCS;85,5;72.0;;Carrefour removable pattern toilet paper-FSC110X10
12201110001;倍潔雅無漂白PEFC衛生紙;60;47;39;8,92;72.0;16;10547;PCS;146,5;2364.0;;Bleached-free PEFC toilet paper
12201111001;家樂福濕式衛生紙外出包;46;27;22;9;72.0;72;330;PCS;4,6;123.0;;Carrefour wet toilet paper take-out package
12201112001;家樂福濕式衛生紙;50;27;23;8,5;36.0;56;552;PCS;15,4;180.0;;Carrefour wet toilet paper
12201113001;舒適輕巧包抽取式衛生紙;;;;;120.0;#REF!;105;PCS;0,9;600.0;;Comfortable and lightweight pack of removable toilet paper
12201116001;五月花雪絨柔感抽取100抽;;;;;3.0;6;131;PCS;43,7;15.0;;Mayflower Edelweiss Soft Feeling Draw 100 Draws
12201119001;舒潔頂級3層舒鼻面紙重量包40抽 舒鼻重量包;;;;;20.0;#REF!;40;PCS;2;40.0;;Kleenex Premium 3-layer nose-soothing facial tissue weight pack 40 puffs nose-soothing weight pack
12201120001;家樂福環保抽取式衛生紙 100抽X12包;;;;;6.0;16;1452,666667;PCS;242,2;309.0;;Carrefour environmentally friendly removable toilet paper 100 pieces x 12 packs
12201122001;舒潔兒童學習專用濕式衛生紙40抽;;;;;48.0;56;220;PCS;4,6;142.0;;Kleenex children's learning wet toilet paper 40 packs
12201123001;舒潔4層抽取衛生紙乳木果90抽;;;;;60.0;56;5433,333333;PCS;90,6;1240.0;;Kleenex 4-layer removable toilet paper shea 90 pcs
12201124001;舒潔歡樂炫彩抽取衛生紙120抽;;;;;60.0;12;1350;PCS;22,5;460.0;;Kleenex Happy Colorful Extract Toilet Paper 120 Packs
12201126001;唯潔雅抽取式衛生紙100抽6包;60;47;38;8,2;12.0;16;1044,333333;PCS;87,1;303.0;;Weijieya removable toilet paper 100-pack 6 packs
12201128001;家樂福三層抽取式衛生紙-PEFC;59;49;38;12;12.0;16;420;PCS;35;1.0;;Carrefour three-layer removable toilet paper-PEFC
12201129001;家福抽取式衛生紙-PEFC;60;47;38;8,2;12.0;#REF!;1;PCS;0,1;55.0;;Jiafu removable toilet paper-PEFC
12201130001;舒潔濕式衛生紙贈品超值組;;;;;6.0;#REF!;135;PCS;22,5;10.0;;Kleenex wet toilet paper gift set
12201131001;舒潔羽絨經濟抽取衛生紙90抽;;;;;;;3600;PCS;;1020.0;;Kleenex down economical toilet paper 90 packs
12201132001;五月花厚棒抽取式衛生紙90抽*4;;;;;12.0;#REF!;1287,666667;PCS;107,4;0.0;;Mayflower thick stick removable toilet paper 90 pieces*4
12201147001;舒潔洋甘菊抽取衛生紙90抽;;;;;72.0;#REF!;2232;PCS;31;348.0;;Kleenex Chamomile Extract Toilet Paper 90 Packs
12201149001;FSC驗證五月花角落小夥伴衛生紙100抽;;;;;72.0;#REF!;3552;PCS;49,4;480.0;;FSC Verified Mayflower Corner Buddy Toilet Paper 100 Pumps
12201153001;五月花舒敏厚棒抽取式衛生紙86抽4包;;;;;12.0;#REF!;0;PCS;0;1465.0;;Mayflower Shumin thick stick removable toilet paper 86 pieces 4 packs
12201155001;舒潔羽絨經濟抽取衛生紙100抽12包;;;;;6.0;#REF!;0;PCS;0;96.0;;Kleenex Down Economy Toilet Paper 100 packs of 12
12201894001;春風濕拭衛生紙10抽 春風濕拭衛生紙;;;;;12.0;#REF!;24;PCS;2;36.0;;Spring Breeze Wet Wipe Toilet Paper 10 packs Spring Breeze Wet Wipe Toilet Paper
12201895001;春風濕拭衛生紙40抽*3包  ;;;;;12.0;65;;PCS;;30.0;;Chunfeng Wet Wipe Toilet Paper 40 packs*3 pack
12201896001;家福超值單抽式柔紙巾;;;;;60.0;16;2600;PCS;43,4;1900.0;;Jiafu Value Single Draw Soft Tissue
12201897001;舒潔女用濕式衛生紙40P       ;;;;;48.0;24;1040;PCS;21,7;1040.0;;Kleenex women's wet toilet paper 40P
12201898001;可麗舒抽取衛生紙100抽;;;;;72.0;12;25152;PCS;349,4;2558.0;;Klisu extracts 100 toilet paper sheets
12202002001;舒潔捲筒衛生紙;;;;;6.0;12;991;PCS;165,2;56.0;;Kleenex toilet paper roll
12202005001;春風捲筒衛生紙;;;;;8.0;9;775;PCS;96,9;71.0;;spring breeze toilet paper
12202006001;五月花三層捲筒衛生紙 200張;;;;;16.0;16;157;PCS;9,9;41.0;;Mayflower three-ply toilet paper 200 sheets
12202007001;家樂福超值捲筒式花紋衛生紙;;;;;8.0;12;1480;PCS;185;63.0;;Carrefour value roll pattern toilet paper
12202008001;家樂福大捲筒縐紋衛生紙;;;;;6.0;15;485,3333333;PCS;80,9;2.0;;Carrefour large roll crepe toilet paper
12202009001;家樂福捲筒式花紋衛生紙;;;;;8.0;12;205,3333333;PCS;25,7;81.0;;Carrefour pattern toilet paper roll
12202038001;家樂福環保大捲筒衛生紙;;;;;4.0;20;48;PCS;12;29.0;;Carrefour eco-friendly large toilet paper roll
12202039001;家樂福環保捲筒衛生紙;;;;;16.0;12;735;PCS;46;74.0;;Carrefour eco-friendly toilet paper roll
12210002001;舒潔新柔感盒裝面紙;;;;;;;3446,666667;PCS;;49.0;;Kleenex New Soft Feeling Boxed Tissue
12210003001;春風超柔軟面紙-故宮版;;;;;50.0;12;1875;PCS;37,5;50.0;;Spring Breeze Super Soft Tissue-Forbidden City Edition
12210005001;家福盒裝面紙;;;;;50.0;12;1500;PCS;30;1200.0;;Jiafu boxed facial tissue
12210011001;舒潔迪士尼盒裝面紙;;;;;50.0;9;456,6666667;PCS;9,2;0.0;;Kleenex Disney Boxed Tissue
12210018001;家福超值盒裝面紙;;;;;50.0;8;3345;PCS;66,9;1005.0;;Jiafu Value Boxed Tissue Paper
12210021001;柔情200盒裝面紙;;;;;50.0;6;2380;PCS;47,6;120.0;;Tenderness 200 boxed tissue
12210024001;五月花親肌感盒裝面紙;;;;;50.0;12;2940;PCS;58,8;1200.0;;Mayflower skin-friendly boxed tissue
12210038001;舒潔雪潤柔霜潤澤盒裝面紙110抽4盒;;;;;40.0;#REF!;60;PCS;1,5;84.0;;Kleenex Snow Cream Moisturizing Boxed Tissue 110 4 boxes
12211001001;舒潔旅行包袖珍面紙70抽;;;;;64.0;24;472;PCS;7,4;164.0;;Kleenex Travel Bag Pocket Tissue 70 Packs
12211004001;家福袖珍包面紙;;;;;16.0;28;79;PCS;5;379.0;;Jiafu pocket tissue paper
12211005001;春風袖珍包面紙;;;;;16.0;32;123;PCS;7,7;105.0;;Spring Breeze Pocket Wrapping Paper
12211008001;舒潔雪潤柔霜潤澤袖珍面紙7抽20包;;;;;12.0;#REF!;100;PCS;8,4;35.0;;Kleenex Snow Cream Moisturizing Pocket Tissue 7 packs of 20
12211009001;春風Hello Kitty袖珍包面紙;;;;;20.0;35;55;PCS;2,8;124.0;;Spring Breeze Hello Kitty Pocket Wrapping Paper
12211013001;舒潔迪士尼紙手帕;;;;;32.0;12;1046,666667;PCS;32,8;289.0;;Kleenex Disney Paper Handkerchief
12211016001;舒潔迪士尼袖珍包面紙;;;;;32.0;12;1357,666667;PCS;42,5;414.0;;Kleenex Disney Pocket Tissue
12211017001;家福超值袖珍包面紙;58;35;46;11,1;28.0;15;339,6666667;PCS;12,2;100.0;;Jiafu value pocket tissue paper
12211018001;家樂福袖珍包面紙;;;;;48.0;32;70,66666667;PCS;1,5;86.0;;Carrefour pocket tissue
12211019001;春風小超人袖珍包衛生紙 春風袖珍衛生紙;;;;;20.0;#REF!;40;PCS;2;60.0;;春风小 Superman Pocket Toilet Paper 春风小 Superman Pocket Toilet Paper
12211023001;舒潔濕式面紙;;;;;42.0;48;1386;PCS;33;405.0;;Kleenex wet facial tissue
12211027001;春風黃阿瑪袖珍包面紙;;;;;20.0;35;15;PCS;0,8;52.0;;Spring Breeze Yellow Ama Pocket Wrapping Paper
12212001001;家樂福香氛柔濕巾-海洋香氣;27;25;23;4,42;72.0;112;171;PCS;2,4;210.0;;Carrefour Fragrance Soft Wipes-Ocean Fragrance
12212002001;好奇潔淨呵護濕巾;;;;;24.0;18;17,66666667;PCS;0,8;548.0;;Huggies cleansing and caring wipes
12212003001;家福嬰兒潔膚濕巾補充包;36;24;25;10,6;16.0;66;260;PCS;16,3;14.0;;Jiafu Baby Cleansing Wipes Refill Pack
12212005001;嬌生嬰兒純水柔濕巾- 一般型;24;36;25;7,8;12.0;78;872;PCS;72,7;252.0;;Johnson's Baby Pure Water Soft Wipes-General Type
12212006001;嬌生嬰兒純水柔濕巾- 加厚型;35;23;22;6,92;12.0;91;920;PCS;76,7;141.0;;Johnson's Baby Pure Water Soft Wipes-Thick Type
12212007001;好奇超純水濕巾-加厚型;;;;;18.0;24;639;PCS;35,5;66.0;;Huggies ultrapure water wipes-thick type
12212008001;依必朗超柔潔膚濕紙巾攜帶包;34;30;29;6,4;108.0;50;289;PCS;2,7;291.0;;Ibilon Ultra Soft Cleansing Wipes Carrying Bag
12212009001;家樂福香氛柔濕巾-櫻花;27;25;23;4,42;72.0;112;204;PCS;2,9;42.0;;Carrefour Fragrance Soft Wipes-Sakura
12212010001;康乃馨寶貝天使濕巾;29;28;19;5,16;60.0;96;1260;PCS;21;220.0;;Carnation Baby Angel Wipes
12212011001;家福成人濕紙巾;37;25;26;10,8;16.0;66;441,3333333;PCS;27,6;71.0;;Jiafu adult wet wipes
12212013001;家福綠茶清香柔濕巾;27;25;23;4,36;72.0;112;463;PCS;6,5;165.0;;Jiafu Green Tea Fragrance Soft Wipes
12212015001;康乃馨Hi-Water水濕巾80 s;39;18;19;4,85;12.0;135;242;PCS;20,2;5.0;;Carnation Hi-Water Wipes 80s
12212015002;康乃馨Hi-Water水濕巾80 s;39;18;19;4,85;12.0;135;1503;PCS;125,3;465.0;;Carnation Hi-Water Wipes 80s
12212017001;家福薰衣草柔濕巾;27;25;23;4,42;72.0;112;279;PCS;3,9;120.0;;Jiafu Lavender Soft Wipes
12212018001;家樂福香氛柔濕巾-檸檬草;27;25;23;4,42;72.0;112;165;PCS;2,3;180.0;;Carrefour Fragrance Soft Wipes-Lemongrass
12212019001;康乃馨寶貝天使潔膚濕巾促銷包;31;19;29;8;3.0;100;961;PCS;320,4;205.0;;Carnation Baby Angel Cleansing Wipes Promotional Pack
12212020001;依必朗抗菌潔膚濕紙巾-綠茶清新;36;25;23;8,37;12.0;77;52;PCS;4,4;208.0;;Ibilon Antibacterial Cleansing Wipes-Green Tea Refreshing
12212022001;嬌生嬰兒純水柔濕巾20片x6;35;25,5;19,5;5,16;8.0;70;0;PCS;0;8.0;;Johnson & Johnson pure water soft wipes 20 pieces x6
12212024001;康乃馨抗菌濕巾50片;30;19;19;4,87;12.0;180;172;PCS;14,4;24.0;;Carnation antibacterial wipes 50 pieces
12212025001;康乃馨寶寶潔膚濕巾補充包;41;19;21;7,65;12.0;120;297,6666667;PCS;24,9;38.0;;Carnation Baby Cleansing Wipes Refill Pack
12212027001;好奇純水濕巾厚型箱裝;;;;;1.0;96;133;PCS;133;0.0;;Huggies pure water wet wipes thick box
12212029001;舒潔淨汗爽身溼巾15抽;;;;;;;202;PCS;;2616.0;;Kleenex Sweat Cleansing Wipes 15 packs
12212030001;家福抗菌潔膚濕巾;27;25;28;5,13;24.0;102;206;PCS;8,6;141.0;;Jiafu Antibacterial Cleansing Wipes
12212033001;超值潔膚濕巾;51;26;23;12,45;12.0;56;2239;PCS;186,6;200.0;;Great Value Cleansing Wipes
12212034001;康乃馨純水濕巾-熊熊遇見你;31;18;24;4,9;12.0;140;;PCS;;0.0;;Carnation Pure Water Wet Wipes-Bear Bear Meets You
12212035001;家福嬰兒潔膚濕巾量販包-粉藍;37;24;29;10,72;4.0;66;458,6666667;PCS;114,7;18.0;;Jiafu Baby Cleansing Wipes Volume Pack - Pink Blue
12212036001;家福嬰兒潔膚濕巾(外出包);45;27;15;7,758;36.0;99;333;PCS;9,3;96.0;;Jiafu baby cleansing wipes (outgoing bag)
12212037001;家福嬰兒潔膚濕巾(便利包);27;25;22;4,28;72.0;112;416;PCS;5,8;96.0;;Jiafu Baby Cleansing Wipes (Convenience Pack)
12212038001;好奇厚型嬰兒濕巾;;;;;18.0;30;324;PCS;18;105.0;;Huggies thick baby wipes
12212039001;Nuby 乾濕兩用巾(80抽) 乾濕兩用巾;37;23;33;2,4;12.0;65;24;PCS;2;24.0;;Nuby wet and dry wipes (80 packs) wet and dry wipes
12212040001;依必朗抗菌潔膚濕紙巾88抽-淡雅清香;36;25;23;8,37;12.0;77;42,33333333;PCS;3,6;159.0;;Ibilon antibacterial cleansing wipes 88 pumps - elegant and refreshing fragrance
12212044001;舒潔淨99抗菌濕巾;;;;;15.0;100;327;PCS;21,8;141.0;;Kleenex 99 Antibacterial Wipes
12212056001;沙威隆清爽潔膚抗菌濕巾;37;16;20;2,87;12.0;144;1;PCS;0,1;25.0;;Saviron Refreshing Cleansing Antibacterial Wipes
12212057001;安親抑菌濕巾-加蓋;58;23;27;15,4;20.0;48;141;PCS;7,1;49.0;;Antibacterial wipes-covered
12212058001;沙威隆清爽抗菌濕巾80抽;46;32;20;8,43;24.0;56;168;PCS;7;29.0;;Saviron refreshing antibacterial wipes 80 pumps
12212059001;滿意寶寶濕毛巾柔棉型補充包;33;25;19;5,85;12.0;126;1272;PCS;106;228.0;;Satisfied baby wet towel soft cotton refill pack
12212060001;滿意寶寶濕毛巾棉柔厚型盒裝;41;30;22;5,92;8.0;56;50;PCS;6,3;22.0;;Satisfied baby wet towel cotton soft and thick box
12212061001;滿意寶寶濕毛巾棉柔厚型補充包;33;25;21;6,26;12.0;112;1478;PCS;123,2;606.0;;Satisfied Baby Wet Towel Cotton Soft Thick Refill Pack
12212062001;滿意寶寶濕毛巾棉柔厚型外出包;34;30;21;7,59;48.0;88;639;PCS;13,4;147.0;;Satisfied baby wet towel cotton soft and thick type out-and-out bag
12212069001;家福嬰兒潔膚濕巾量販包-粉紅;37;24;29;10,72;4.0;66;615;PCS;153,8;51.0;;Jiafu Baby Cleansing Wipes Volume Pack - Pink
12212900001;超值潔膚濕巾;39;30;21;7,26;120.0;80;2450;PCS;20,5;455.0;;Great Value Cleansing Wipes
12212910001;好奇純水濕巾-迪士尼限定版;;;;;18.0;25;120;PCS;6,7;2.0;;Huggies Pure Water Wipes-Disney Limited Edition
12213017001;舒潔頂級3層舒鼻紙手帕;;;;;40.0;24;183,6666667;PCS;4,6;169.0;;Kleenex premium 3-layer nose-soothing paper handkerchief
12220001001;家福萬用擦拭紙;;;;;8.0;#REF!;42;PCS;5,3;0.0;;Jiafu universal wipe paper
12220002001;春風超吸收廚房紙巾;;;;;8.0;9;1783,333333;PCS;223;181.0;;Spring breeze super absorbent kitchen towel
12220003001;家福超值廚房紙抹布;;;;;8.0;9;845;PCS;105,7;33.0;;Jiafu value kitchen paper rags
12220005001;舒潔威象大尺寸家用紙巾;;;;;6.0;12;964,6666667;PCS;160,8;16.0;;Kleenex Large Size Household Tissues
12220006001;家福萬用擦拭紙補充組;;;;;6.0;12;143;PCS;23,9;22.0;;Jiafu all-purpose wipes refill set
12220009001;可麗舒廚房紙巾;;;;;6.0;12;311,3333333;PCS;51,9;17.0;;Klisu kitchen towel
12220010001;五月花超強韌廚房紙巾;;;;;8.0;9;323;PCS;40,4;67.0;;Mayflower extra strong kitchen towels
12220011001;五月花厚棒廚房紙巾;;;;;8.0;8;47;PCS;5,9;160.0;;Mayflower thick stick kitchen towels
12220012001;舒潔家用紙巾 -貼心巧撕;;;;;6.0;12;2164,333333;PCS;360,8;228.0;;Kleenex household paper towels - considerate and easy to tear
12220013001;五月花妙用廚房紙巾;;;;;8.0;9;569;PCS;71,2;72.0;;May flower kitchen towel
12220014001;百吉牌抽取式廚房紙巾;;;;;8.0;12;31;PCS;3,9;8.0;;Bagel removable kitchen towels
12220015001;得意廚房紙巾;;;;;8.0;9;3008;PCS;376;279.0;;Deyi kitchen towel
12220016001;舒潔耐水洗家用紙巾;;;;;12.0;20;106,6666667;PCS;8,9;20.0;;Kleenex washable household paper towels
12220018001;柔情廚房紙巾;;;;;8.0;#REF!;457,3333333;PCS;57,2;51.0;;Tender kitchen towel
12220019001;春風三層超厚手家用紙巾;;;;;8.0;9;55;PCS;6,9;0.0;;Spring Breeze Three-Layer Extra Thick Hand Tissues for Household Use
12220021001;舒潔全能三層廚房紙巾;;;;;6.0;9;108;PCS;18;25.0;;Kleenex all-purpose three-ply kitchen towel
12220029001;五月花竹纖維廚房紙巾;;;;;12.0;9;204;PCS;17;103.0;;Mayflower bamboo fiber kitchen towel
12221001001;百吉牌擦手紙巾;;;;;4.0;15;143;PCS;35,8;-2.0;;Bagel hand towels
12221003001;家福擦手紙;;;;;4.0;12;783;PCS;195,8;1.0;;Jiafu toilet paper
12221005001;舒潔摺疊紙巾;;;;;4.0;12;385;PCS;96,3;0.0;;Kleenex folding paper towels
12221006001;五月花擦手折疊紙巾;;;;;4.0;12;181,6666667;PCS;45,5;98.0;;Mayflower hand wipes folded paper towels
12221008001;春風擦手紙;;;;;20.0;28;1280;PCS;64;200.0;;spring breeze toilet paper
12221009001;春風抽取式廚房紙巾;;;;;8.0;20;1375;PCS;171,9;158.0;;Chunfeng removable kitchen towel
12221012001;家樂福環保擦手紙200抽X5包;;;;;4.0;15;994,3333333;PCS;248,6;61.0;;Carrefour Eco-Friendly Paper Towels 200 Draws X5 Pack
12230003001;幫寶適超薄乾爽NB號紙尿褲96片裝;38;36;37;6,13;3.0;24;9;PCS;3;7.0;;Pampers Ultra Thin Dry NB Size Diapers 96 Pack
12230006001;滿意寶寶瞬潔乾爽NB;54;33;33;5,32;4.0;30;4;PCS;1;10.0;;Satisfied with baby's instant cleansing and drying NB
12230007001;幫寶適一級幫紙尿褲NB;47;40;30;6,38;8.0;30;202;PCS;25,3;73.0;;Pampers First Class Diapers NB
12230008001;幫寶適一級幫初生禮盒組;27;36;45;3,86;1.0;33;12;PCS;12;3.0;;Pampers First Class Newborn Gift Box Set
12230999001;滿意寶寶極上呵護新生兒;52;37;34;10;8.0;25;85,33333333;PCS;10,7;29.0;;Satisfied baby, extremely caring for newborns
12231004001;滿意寶寶極上呵護S60;52;30;40;4,89;4.0;24;98,33333333;PCS;24,6;34.0;;Satisfied baby's ultimate care S60
12231005001;妙而舒瞬吸舒爽紙尿褲 S;42;36;42;6,7;3.0;24;9;PCS;3;0.0;;Miaoershu Instant Comfort Diapers S
12231015001;好奇祼感紙尿褲 S 52片 祼感紙尿褲 S;;;;;3.0;#REF!;6;PCS;2;6.0;;Huggies Naked Diapers S 52 pieces Naked Diapers S
12231021001;幫寶適一級幫紙尿褲S號;47;30;43;6,55;4.0;32;147;PCS;36,8;74.0;;Pampers First Class Diapers Size S
12231022001;幫寶適一級幫S+M禮盒裝;45;30;40;5,518;1.0;40;27;PCS;27;7.0;;Pampers First Class S+M gift box
12231026001;幫寶適超薄乾爽S號紙尿褲84片裝;35;32;42;5,75;3.0;36;24;PCS;8;8.0;;Pampers Ultra Thin Dry Size S Diapers 84 Pack
12231027001;妙而舒頂柔舒護紙尿褲-S;50;32;41;7,25;4.0;28;1;PCS;0,3;8.0;;Miaoershu Dingroushu diapers-S
12232001001;幫寶適一級幫M號箱-EC 幫寶適一級幫M箱;36;23;44;3,4;1.0;36;2;PCS;2;5.0;;Pampers First Class M Box-EC Pampers First Class M Box
12232002001;滿意寶寶瞬潔乾爽輕巧褲M號58片 滿意輕巧褲M;49;36;38;6,75;3.0;24;6;PCS;2;6.0;;Satisfaction Baby Instant Clean Dry Lightweight Pants Size M 58 pieces Satisfaction Lightweight Pants M
12232003001;幫寶適一級幫拉拉褲M;41;30;45;5,158;3.0;24;90;PCS;30;0.0;;Pampers Level 1 Pull-Up Pants M
12232004001;金好奇耀金級清新乾爽紙尿褲M;;;;;4.0;#REF!;8;PCS;2;4.0;;Jinqi Qiyao Gold Level Fresh and Dry Diapers M
12232009001;幫寶適超薄乾爽拉拉褲M號;46;30;40;5,422;4.0;28;16;PCS;4;7.0;;Pampers ultra-thin dry pull-up pants size M
12232010001;幫寶適一級幫紙尿褲M號;44;36;37;7,13;3.0;24;92;PCS;30,7;29.0;;Pampers First Class Diapers Size M
12232011001;頂級金貝貝超淨乾爽紙尿褲M;;;;;4.0;#REF!;11,33333333;PCS;2,9;0.0;;Top-quality Jinbeibei super clean and dry diaper M
12232013001;幫寶適一級幫拉拉褲M箱;46;30;24;2,99;1.0;56;7;PCS;7;0.0;;Pampers first-class pull-up pants M box
12232014001;幫寶適超薄乾爽紙尿褲M;44;37;43;9,45;3.0;24;76;PCS;25,4;30.0;;Pampers Ultra Thin Dry Diapers M
